Latin_Name,Common_Name,Family_Name,Former_Latin_Name,Plant_Type,Bloom_Time,Flower_Color,Size_at_Maturity,Climate_Appropriate_Plants,Plant_Communities,Suitable_Site_Conditions,Soil_Type,Pruning_Needs,Water_Needs,Habitat_Value,Associated_Wildlife,Stormwater_Benefit,Stormwater_int,Appropriate_Location,Suggested_Green_Connection_Routes,Street_Tree_List,Additional_Characteristices_Notes,Nurseries,PhotoCredit01,PhotoCredit02,PhotoCredit03,PhotoCredit04,Additional_Species_Cultivars_Varieties,Special_List,Habitat,Habitat_int,Thrifty150,Thrifty150_int,Sidewalk_Landscaping_Plants,Sidewalk_Landscaping_Plants_int,Super60,Super60_int,Top20,Top20_int,Shady_Clay,Shady_Clay_int,Sandy_Soil,Sandy_Soil_int
Heuchera micrantha,Alum Root,Saxifragaceae,,Perennial,Spring;Summer,White,1-3 ft,SF Native ,Woodland;Coastal scrub,Part shade;Shade,Clay;Loam,,Moderate,Pollinator,Bees;Butterflies;Hummingbirds,Yes,1,Garden;Sidewalk;Roof,NA,NA,Prefers north facing cliff faces and cracks in the rock.,Oaktown;Native Here;Mission Blue;Flora Grubb;Bay Natives;East Bay Wilds;Sutro Stewards;Watershed Nursery;,© 2010 Barry Breckling  (CC BY-NC-SA 3.0),"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",© 2009 Keir Morse (CC BY-NC-SA 3.0),,Shady Clay,Yes,1,,,Yes,1,Y,1,,,Shady Clay,1,,
Holodiscus discolor,Cream Bush,Rosaceae,,Shrub (deciduous),Spring;Summer,White,7-12 ft,SF Native ,Woodland;Coastal scrub,Sun;Part Shade;Shade,Clay;Loam,,Low,Buds/greens;Cover;Pollinator,Bees;Birds;Butterflies,Yes,1,Garden,NA,NA,"Attracts Spring Azure, Pale Swallowtail, and Lorquin’s Admiral butterflies.",Oaktown;Native Here;Flora Grubb;Bay Natives;East Bay Wilds;Sutro Stewards;Watershed Nursery;,©2007 Matt Below,©2003 Steve Matson,"© Br. Alfred Brousseau, Saint Mary's College",©2003 Michael Charters,,Shady Clay,Yes,1,,,,,Y,1,,,Shady Clay,1,,
Hordeum brachyantherum,Meadow Barley,Poaceae,,Grass,Summer,Yellow,1-3 ft,SF Native ,Grassland/prairie;Riparian;Wetland;Woodland;Coastal scrub,Sun;Part Shade,Clay;Loam,,Low,Buds/greens;Cover;Fruit,Birds;Insects,Yes,1,Garden,NA,NA,,Oaktown;Native Here;Candlestick;Bay Natives;East Bay Wilds;Watershed Nursery;,©2005 Aaron Schusteff,©2005 Steve Matson,©2010 Keir Morse (CC BY-NC-SA 3.0),©2004 Steve Matson,,,Yes,1,,,,,Y,1,,,,,,
Horkelia californica,California Horkelia,Rosaceae,,Perennial,Spring,White,1-3 ft,SF Native,Coastal scrub;Grassland/prairie,Sun;Part Shade;Shade,Clay;Rock,,None,Pollinator,Butterflies,No,0,Sidewalk;Garden,NA,NA,,,©2009 Vernon Smith (CC BY-NC-ND 3.0),©2009 Vernon Smith (CC BY-NC-ND 3.0),©2013 Jean Pawek,"© Br. Alfred Brousseau, Saint Mary's College",,,Yes,1,,,Yes,1,,,,,,,,
Hosackia gracilis,Harlequin Lotus,Fabaceae,Lotus formosissimus,Perennial,Spring;Summer,Yellow,1-3 ft,SF Native ,Coastal scrub;Riparian;Wetland;Woodland,Sun;Part Shade,Clay,,Moderate,Pollinator,Bees;Butterflies,Yes,1,Garden,NA,NA,,,©2012 Neal Kramer,©2012 Robert Sikora,©2013 Aaron Arthur,©2013 Aaron Arthur,,,Yes,1,,,,,,,,,,,,
Hymenosporum flavum,Sweetshade,Pittosporaceae,,Tree (evergreen),Summer,Yellow,> 24 ft,Exotic,,Sun;Part Shade,,,Low,,,No,0,Sidewalk,NA,2 (B),"Uneven performer, prefers heat, wind protection, good drainage.",,"SelecTree. ""Hymenosporum flavum Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Hymenosporum flavum Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Hymenosporum flavum Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Hymenosporum flavum Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,,,,,,,,,,
Iris douglasiana,Douglas Iris,Iridaceae,,Perennial,Spring;Winter,Purple,1-3 ft,SF Native ,Grassland/prairie;Woodland;Coastal scrub,Sun;Part Shade,Clay;Loam,,Low,Buds/greens;Pollinator,Bees;Birds;Hummingbirds;Insects,Yes,1,Garden;Sidewalk;Roof,NA,NA,"Likes wind and fog, include longipella (likes warmer, calmer, drier).",Oaktown;Native Here;Mission Blue;Candlestick;Flora Grubb;Bay Natives;East Bay Wilds;Sutro Stewards;Watershed Nursery;,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",©1994 Gary A. Monroe (CC BY-NC 3.0),©1994 Gary A. Monroe (CC BY-NC 3.0),,Shady Clay,Yes,1,Yes,1,Yes,1,Y,1,,,Shady Clay,1,,
Isolepis cernua,Low Bulrush,Cyperaceae,Scirpus cernuus,Annual,Spring;Summer,White,1-3 ft,SF Native,Wetland,Sun;Part Shade,Clay;Loam,,Moderate,,No data,No,0,Garden,NA,NA,,,©2012 Vernon Smith (CC BY-NC-ND 3.0),©2002 Dean Wm. Taylor (CC BY-NC-SA 3.0),© linghe (CC BY-NC 3.0),Toni Corelli (CC BY-NC 2.0),,,Yes,1,,,,,,,,,,,,
Iva axillaris,Poverty-weed,Asteraceae,,Perennial,Spring;Summer,Yellow,< 1 ft,SF Native ,Wetland,Sun;Part Shade,Clay;Loam,,Moderate,,No data,No,0,Garden,NA,NA,Desert plant.,,©2012 Jean Pawek,©2012 Jean Pawek,Matt Lavin (CC BY-SA 2.0),Matt Lavin (CC BY-SA 2.0),,,Yes,1,,,,,,,,,,,,
Jacaranda mimosifolia,Jacaranda,Bignoniaceae,,Tree (evergreen),Spring;Summer,"Blue,Lavender",> 24 ft,Exotic,,Sun,,,Low,,,No,0,Sidewalk,NA,2 (B),"Uneven performer, prefers heat, wind protection, good drainage.",,"SelecTree. ""Jacaranda mimosifolia Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Jacaranda mimosifolia Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Jacaranda mimosifolia Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Jacaranda mimosifolia Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Juncus balticus,Salt Rush,Juncaceae,,Perennial,Spring,Yellow,1-3 ft,SF Native ,Woodland,Sun;Part Shade,Clay;Loam;Sand,,Moderate,Cover,Birds;Butterflies,No,0,Garden;Roof,NA,NA,"Creeping rush, runner not buncher.",,©2005 Brent Miller (CC BY-NC-SA 3.0),©2008 Keir Morse (CC BY-NC-SA 3.0),©2005 Brent Miller (CC BY-NC-SA 3.0),Matt Lavin (CC BY-SA 2.0),,,Yes,1,,,,,,,,,,,,
Juncus bufonius,Toad Rush,Juncaceae,,Annual,Spring,Green,< 1 ft,SF Native ,Wetland,Sun;Part Shade,Clay;Loam;Sand,,Moderate,Cover;Fruit,Birds,No,0,Garden,NA,NA,Seedheads.,,©2012 Jean Pawek,©2012 Jean Pawek,©2011 Jorg & Mimi Fleige (CC BY-NC 3.0),©2008 Zoya Akulova (CC BY-NC 3.0),,,Yes,1,,,,,,,,,,,,
Juncus xiphioides,Iris-leaved Rush,Juncaceae,,Perennial,Spring;Summer,Burgundy,1-3 ft,SF Native ,Riparian;Wetland;Woodland,Sun;Part Shade,Clay;Loam,,Moderate,,Butterflies,Yes,1,Garden,NA,NA,spreads well by runners.,,©2009 Keir Morse (CC BY-NC-SA 3.0),©2009 Keir Morse (CC BY-NC-SA 3.0),©2002 Bart and Susan Eisenberg (CC BY 3.0),©2010 Zoya Akulova (CC BY-NC 3.0),,,Yes,1,,,,,,,,,,,,
Koeleria macrantha,June Grass,Poaceae,,Grass,Spring,Green,1-3 ft,SF Native ,Chaparral;Coastal scrub;Woodland;Grassland/prairie,Sun;Part Shade,clay;loam,,None,Fruit,Birds,Yes,1,Roof;Garden,NA,NA,Great bunchgrass.,Oaktown;Native Here;Flora Grubb;Bay Natives;East Bay Wilds;Sutro Stewards;Watershed Nursery;,©2008 Keir Morse (CC BY-NC-SA 3.0),©2008 Keir Morse (CC BY-NC-SA 3.0) ,©2010 Zoya Akulova (CC BY-NC 3.0),©2011 RT Hawke (CC BY-NC 3.0),,,Yes,1,Yes,1,,,Y,1,,,,,,
Koelreuteria paniculata,Goldenrain Tree,Sapindaceae,,Tree (deciduous),Summer,Yellow,> 24 ft,Exotic,,Sun,,,Low,,,No,0,Sidewalk,NA,2 (B),"Uneven performer, prefers heat, wind protection.",,"SelecTree. ""Koelreuteria paniculata Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Koelreuteria paniculata Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Koelreuteria paniculata Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Koelreuteria paniculata Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Lagunaria patersonii,Primrose Tree,Malvaceae,,Tree (evergreen),Spring;Summer,Pink,> 24 ft,Exotic,,Sun,Clay;Loam;Sand,,Low,,,Yes,1,Sidewalk,NA,1 (A),Does well in windy areas.,,"SelecTree. ""Lagunaria patersonia Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lagunaria patersonia Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lagunaria patersonia Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lagunaria patersonia Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Lasthenia californica,California Goldfields,Asteraceae,,Annual,Spring;Winter,Yellow,< 1 ft,SF Native ,Coastal scrub;Grassland/prairie,Sun,Clay;Loam;Rock,,Low,Fruit;Pollinator,Bees;Birds,No,0,Garden;Roof,NA,NA,,,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",,,Yes,1,,,,,,,,,,,,
Lasthenia glaberrima,Smooth Goldfields,Asteraceae,,Annual,Spring,Yellow,1-3 ft,CA Native,Coastal scrub;Wetland;Woodland,Sun;Part Shade,Clay;Loam,,Moderate,Pollinator,Bees;Butterflies,No,0,Garden,NA,NA,,,"D In Orbit ""OrbitalD"" (CC BY-NC-ND 2.0)","D In Orbit ""OrbitalD"" (CC BY-NC-ND 2.0)",John Game (CC BY-NC-SA 2.0),©1994 Dean Wm. Taylor (CC BY-NC-SA 3.0),,,Yes,1,,,,,,,,,,,,
Lasthenia glabrata,Yellow-rayed Goldfields,Asteraceae,,Annual,Spring;Winter,Yellow,1-3 ft,CA Native,Wetland;Woodland,Sun;Part Shade,clay;loam,,Moderate,Pollinator,Bees;Butterflies,No,0,Garden,NA,NA,Attracts Checkerspot butterfly (endangered).,,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",©2013 Keir Morse (CC BY-NC-SA 3.0),©2013 Keir Morse (CC BY-NC-SA 3.0),,,Yes,1,,,,,,,,,,,,
Laurus nobilis 'Saratoga',Sweet Bay,Lauraceae,,Tree (evergreen),Spring,Yellow,13-24 ft,Exotic,,Sun;Part Shade,,,Low,,,No,0,Sidewalk,NA,2 (B),"Uneven performer, prefers heat, wind protection, gets pests.",,"SelecTree. ""Laurus nobilis Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Laurus nobilis Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Laurus nobilis Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Laurus nobilis Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Lavandula spp.,Lavender,Lamiaceae,,Shrub (evergreen),Spring;Summer;Fall;Winter,Purple,1-3 ft,Exotic,,Sun,Clay;Loam,,None,Pollinator;Cover,Bees;Birds;Butterflies;Hummingbirds,Yes,1,Sidewalk;Garden,NA,NA,"Relatively short-lived, it will become leggy if not pruned after flowering.",Flora Grubb;East Bay Wilds;Sutro Stewards;,©2006 Luigi Rignanese (CC BY-NC 3.0),Maja Dumat (CC BY-NC-SA 2.0),Maja Dumat (CC BY 2.0),Maja Dumat (CC BY 2.0),"stoechas 'Alba', stoechas 'Willow Vale',  x intermedia 'Provence', x. intermedia 'Grosso',",,Yes,1,Yes,1,Yes,1,Y,1,,,,,,
Leptospermum laevigatum,Australian Tea Tree,Myrtaceae,,Tree (evergreen),Spring,White,13-24 ft,Exotic,,Sun,,,Low,,,No,0,Sidewalk,NA,2 (B),"Poor rooter, may need long-term or permanent staking.",,"SelecTree. ""Leptospermum laevigatum Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Leptospermum laevigatum Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Leptospermum laevigatum Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Leptospermum laevigatum Photo Record."" 1995-2012. Jul 7, 2014.",,,,,Yes,1,Yes,1,,,,,,,,
Leptosyne calliopsidea,Leafy-stemmed Coreopsis,Asteraceae,Coreopsis calliopsidea,Annual,Spring;Winter,Yellow,1-3 ft,CA Native ,Woodland,Sun;Part Shade,Clay;Loam,,Low,Pollinator,Bees,No,0,Garden,NA,NA,,,©2011 Jean Pawek,©2011 Jean Pawek,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",,,Yes,1,,,,,,,,,,,,
Limonium californicum,Sea Lavender,Plumbaginaceae,,Perennial,Summer,Purple,1-3 ft,SF Native ,Wetland,Sun;Part Shade,Clay;Loam;Sand,,Moderate,Buds/greens;Pollinator,Bees;Butterflies;Insects,Yes,1,Sidewalk;Garden,NA,NA,,,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",,,Yes,1,,,Yes,1,,,,,,,,
Liquidambar styraciflua,American Sweetgum,Hamamelidaceae,,Tree (deciduous),Spring,Yellow,> 24 ft,Exotic,,Sun;Part Shade,Clay;Loam;Sand,,Moderate,,,Yes,1,Sidewalk,NA,2 (B),Needs a very large basin for canopy and roots,,"SelecTree. ""Liquidambar styraciflua Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Liquidambar styraciflua Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Liquidambar styraciflua Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Liquidambar styraciflua Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Liriodendron tulipifera,Tulip Tree,Magnoliaceae,,Tree (deciduous),Spring,Yellow,> 24 ft,Exotic,,Sun,,,Low,,,Yes,1,Sidewalk,NA,2 (B),Uneven performer.,,"SelecTree. ""Liriodendron tulipifera Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Liriodendron tulipifera Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Liriodendron tulipifera Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Liriodendron tulipifera Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Lomatium californicum,California Celery,Apiaceae,,Perennial,Spring,Yellow,1-3 ft,CA Native,Chaparral;Woodland,Part Shade;Shade,Clay;Loam,,Low,Buds/greens,Butterflies,No,0,Garden,NA,NA,Dry grower. Attracts Anise Swallowtail (Papilio Zelicaon) butterfly.,,©2009 Vernon Smith (CC BY-NC-ND 3.0),"© Br. Alfred Brousseau, Saint Mary's College",©2006 Keir Morse (CC BY-NC-SA 3.0),©2006 Keir Morse (CC BY-NC-SA 3.0),,,Yes,1,,,,,,,,,,,,
Lonicera involucrata,Twinberry Honeysuckle,Caprifoliaceae,,Shrub (deciduous),Summer,Yellow,7-12 ft,SF Native,Coastal scrub;Riparian;Wetland;Woodland,Sun;Part Shade,Loam;Clay,,Low,Fruit;Pollinator;Cover,Bees;Birds;Butterflies;Hummingbirds,No,0,Garden,11;4,NA,"Not wind tolerant, but grows in many habitats. Attracts Cedar Waxwing and  Red Admiral.",,John Rusk (CC BY-NC-SA 2.0),N. Stuart (CC BY-NC-ND 2.0),sfbaywalk (CC BY 2.0),avid A. Hofmann (CC BY-NC-ND 2.0),,Shady Clay,Yes,1,,,,,,,,,Shady Clay,1,,
Lophostemon confertus,Brisbane Box,Myrtaceae,Tristania conferta,Tree (evergreen),Spring;Summer,White,> 24 ft,Exotic,,Sun,,,Low,,,No,0,Sidewalk,NA,1 (A),,,"SelecTree. ""Lophostemon confertus Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lophostemon confertus Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lophostemon confertus Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lophostemon confertus Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Lupinus albifrons,Silver Lupine,Fabaceae,,Perennial,Spring;Summer,Purple,4-6 ft,CA Native,Chaparral;Coastal scrub;Woodland,Sun,Clay;Loam;Sand;Rock,,None,Buds/greens;Pollinator,Bees;Birds;Butterflies;Hummingbirds,Yes,1,Garden;Sidewalk;Roof,NA,NA,Host to the endangered Mission Blue Butterfly.,,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",,,Yes,1,,,Yes,1,,,,,,,,
Passiflora caerulea,Passion Vine,Passifloraceae,,Vine,Spring;summer,White;Purple,> 24 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,Pollinator;Cover;Nesting,Butterflies,,,Sidewalk;Garden,NA,NA,,,©2015 Zoya Akulova,©2015 Ron Vanderhoff,,,,,Yes,1,,,Yes,1,,,,,,,,
Lupinus arboreus,Yellow Bush Lupine,Fabaceae,,Shrub (evergreen),Spring,Yellow,4-6 ft,SF Native,Coastal scrub;Grassland/prairie;Dunes,Sun;Part Shade,Clay;Loam;Sand;Rock,,None,Pollinator,Bees;Butterflies;Hummingbirds,No,0,Garden,NA,NA,"Only plant in western sandy areas.  Grows fast, then dies out fast.  Lupines should be planted as plants – unpredictable germination.",,"© Br. Alfred Brousseau, Saint Mary's College",Jon Sullivan (CC BY-NC 2.0),helen.2006 (CC BY-NC-SA 2.0),James Gaither (CC BY-NC-ND 2.0),,,Yes,1,,,,,,,,,,,,
Lupinus bicolor,Miniature Lupine,Fabaceae,,Annual,Spring,Purple;White,1-3 ft,SF Native ,Coastal scrub;Grassland/prairie;Dunes,Sun;Part Shade,Clay;Loam;Sand,,None,Cover;Pollinator,Bees;Butterflies;Hummingbirds,Yes,1,Garden;Roof,NA,NA,Plant to the east of sunset.,Oaktown;Native Here;Bay Natives;East Bay Wilds;Watershed Nursery;,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",,Sandy Soil,Yes,1,,,,,Y,1,,,,,Sandy Soil,1
Lupinus chamissonis,Silver Dune Lupine,Fabaceae,,Shrub (evergreen),Spring,Indigo,4-6 ft,SF Native,Dunes,Sun,Sand,,None,Pollinator;Cover,Butterflies;Hummingbirds,No,0,Garden,NA,NA,,,©2013 Gary A. Monroe (CC BY-NC 3.0),©2013 Gary A. Monroe (CC BY-NC 3.0),©2013 Gary A. Monroe (CC BY-NC 3.0),"© Br. Alfred Brousseau, Saint Mary's College",,Sandy Soil,Yes,1,,,Yes,1,,,,,,,Sandy Soil,1
Lupinus variicolor,Varied Lupine,Fabaceae,,Perennial,Spring;Summer,Purple;White,1-3 ft,SF Native ,Coastal scrub;Grassland/prairie,Sun,Loam;Sand,,None,Cover;Pollinator,Bees;Butterflies;Hummingbirds,No,0,Garden;Sidewalk;Roof,NA,NA,Plant to the east of sunset.,,"© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College","© Br. Alfred Brousseau, Saint Mary's College",,,Yes,1,,,Yes,1,,,,,,,,
Lyonothamnus floribundus ssp. Asplenifolius,Catalina Ironwood,Rosaceae,,Tree (evergreen),Spring;Summer,White,> 24 ft,CA Native,,Sun,Clay;Loam,,Low,,,Yes,1,Sidewalk,NA,2 (B),"Prefers heat, wind protection.",,"SelecTree. ""Lyonothamnus floribundus subsp. asplenifolius Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lyonothamnus floribundus subsp. asplenifolius Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lyonothamnus floribundus subsp. asplenifolius Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Lyonothamnus floribundus subsp. asplenifolius Photo Record."" 1995-2012. Jul 7, 2014.",,,Yes,1,,,Yes,1,,,,,,,,
Lythrum californicum,Common loosestrife,Lythraceae,,Perennial,Spring;Summer,Pink,4-6 ft,CA Native,Wetland; Woodland,Sun;Part Shade,Loam,,Low,Pollinator,Butterflies,No,0,Garden,NA,NA,,,©2012 Robert Sivinski (CC BY-NC 3.0),Joe Decruyenaere (CC BY-SA 2.0),©2002 Gary A. Monroe (CC BY-NC 3.0),©2002 Gary A. Monroe (CC BY-NC 3.0),,,Yes,1,,,,,,,,,,,,
Madia sativa,Common Tarweed,Asteraceae,,Annual,Summer,Yellow,4-6 ft,SF Native ,Chaparral;Coastal scrub;Grassland/prairie,Sun,Clay;Sand,,None,Fruit;Pollinator,Bees;Birds;Butterflies,No,0,Garden,NA,NA,Attracts Western Meadowlark bird.,,©2008 Keir Morse (CC BY-NC-SA 3.0),©2008 Keir Morse (CC BY-NC-SA 3.0),©2008 Keir Morse (CC BY-NC-SA 3.0),©2008 Keir Morse (CC BY-NC-SA 3.0),,,Yes,1,,,,,,,,,,,,
Magnolia  doltsopa,Sweet Michelia,Magnoliaceae,Michelia doltsopa,Tree (evergreen),Spring,White,13-24 ft,Exotic,,Sun;Part Shade,,,Low,,,No,0,Sidewalk,NA,2 (B),"Formerly Michelia doltsopa; uneven performer, grows very slowly, prefers heat, wind protection.",,"SelecTree. ""Michelia doltsopa Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Michelia doltsopa Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Michelia doltsopa Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Michelia doltsopa Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Magnolia champaca,Golden Champaca,Magnoliaceae,Michelia champaca,Tree (evergreen),Spring;Summer,Yellow,13-24 ft,Exotic,,Sun;Part Shade,,,Low,,,No,0,Sidewalk,NA,2 (B),"Formerly Michelia champaca; needs wind protection, wide sidewalk, gets powdery mildew and very slow grower.",,"SelecTree. ""Magnolia champaca Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia champaca Photo Record."" 1995-2012. Jul 7, 2014.",Mauricio Mercadante (CC BY-NC-SA 2.0),Mauricio Mercadante (CC BY-NC-SA 2.0),,,,,,,Yes,1,,,,,,,,
Magnolia grandiflora 'Little Gem',Little Gem Magnolia,Magnoliaceae,,Tree (evergreen),Summer;Fall,White,13-24 ft,Exotic,,Sun,,,Low,,Birds;Butterflies,No,0,Sidewalk,NA,1 (A),,,"SelecTree. ""Magnolia grandiflora 'Little Gem' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'Little Gem' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'Little Gem' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'Little Gem' Photo Record."" 1995-2012. Jul 7, 2014.",,,Yes,1,,,Yes,1,,,,,,,,
"Magnolia grandiflora 'Majestic Beauty', 'Samuel Sommer'",Majestic Beauty/Samuel Sommer Southern Magnolia,Magnoliaceae,,Tree (evergreen),,,> 24 ft,Exotic,,,,,Low,,,No,0,Sidewalk,NA,1 (A),,,"SelecTree. ""Magnolia grandiflora 'Majestic Beauty' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'Samuel Sommer' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'Samuel Sommer' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'Samuel Sommer' Photo Record."" 1995-2012. Jul 7, 2014.",,,,,,,Yes,1,,,,,,,,
Magnolia grandiflora 'St. Mary',St. Mary Magnolia,Magnoliaceae,,Tree (evergreen),Summer;Fall,White,> 24 ft,Exotic,,Sun,,,Low,,Birds;Butterflies,No,0,Sidewalk,NA,1 (A),,,"SelecTree. ""Magnolia grandiflora 'St. Mary' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'St. Mary' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'St. Mary' Photo Record."" 1995-2012. Jul 7, 2014.","SelecTree. ""Magnolia grandiflora 'St. Mary' Photo Record."" 1995-2012. Jul 7, 2014.",,,Yes,1,,,Yes,1,,,,,,,,
Mahonia repens,Creeping Mahonia,Berberidaceae,,Shrub (evergreen),Spring;Summer,Yellow,1-3 ft,CA Native,Chaparral;Woodland,Sun;Part Shade,Clay;Loam;Sand,,Low,Fruit,Birds;Butterflies,Yes,1,Sidewalk;Garden,NA,NA,,,Bryant Olsen (CC BY-NC 2.0),Rick Leche (CC BY-NC-ND 2.0),Matt Lavin (CC BY-SA 2.0),Matt Lavin (CC BY-SA 2.0),,,Yes,1,Yes,1,Yes,1,,,,,,,,
Dasylirion wheeleri,Desert Spoon,Nolinaceae,,succulent,Summer,White,4-6 ft,Exotic,,Sun,,,None,Pollinator,Butterflies,,,Garden,NA,NA,,,©2009 Robert Sivinski,©2011 Megan Hansen,,,,,,,Yes,1,,,,,,,,,,
Malva assurgentiflora,"Malva Rosa, Island Mallow",Malvaceae,Lavatera assurgentiflora,Shrub (evergreen),Spring;Summer;Winter,Pink,7-12 ft,CA Native,Coastal scrub,Part Shade,Clay;Loam;Sand,,Low,Buds/greens,Butterflies;Insects,No,0,Garden,NA,NA,Attracts Grey Hairstreak (Strymon melinus) and Painted Lady (Vanessa cardui) butterflies.,," © Br. Alfred Brousseau, Saint Mary's College"," © Br. Alfred Brousseau, Saint Mary's College",©2010 Gary A. Monroe (CC BY-NC 3.0),©2010 Gary A. Monroe (CC BY-NC 3.0),,,Yes,1,,,,,,,,,,,,
Arctostaphylos spp.,Manzanita,Ericaceae,,Shrub (evergreen),,,varies,CA Native,,Sun,,,Low,Pollinator,Birds;Bees,,,Garden,NA,NA,,,©2006 dogtooth77,©2009 Roy Randall,,,"densiflora 'Howard McMinn', densiflora 'Lutsko Pink', 'Emerald Carpet, glauca, uva-ursi, 'John Dourley', 'Pacific Mist'",,Yes,1,Yes,1,,,Y,1,,,,,,
Artemisia spp.,California Sagebrush,Asteraceae,,Shrub (evergreen),,,4-6 ft,CA Native,,Sun,,,None,Pollinator,Birds;Bees,,,Garden,NA,NA,,,©2012 Jean Pawek,©2010 Jean Pawek,,,"californica, douglasiana, tridentata, 'Powis Castle',pycnocephala, 'David's Choice ',schmidtiana 'Silvermound'",,Yes,1,Yes,1,,,,,,,,,,
